Ticker,CIK,FiscalYear,EndDate,filed_date,ValuationDate,Sector,Industry,m1,m2,m3,y,Close,MarketCap,PBR,AdjEquity,AdjOI,Revenue,OI,NetIncome,RD,SGA,Shares,SP500MemberYear,SP500AsOfDate
AAL,6201,2018,2018-12-31,2019-02-25,2019-03-31,Unknown,Unknown,1.4391063024870485,1.0429586172710843,1.0857142857142856,2.676614118193281,31.760000228881836,14262004307.260658,14.535793402745215,981164489.072,2770098087.472,44541000000.0,2656000000.0,1412000000.0,,1520000000.0,449055548.0,2018,2018-12-31
AAL,6201,2019,2019-12-31,2020-02-19,2020-03-31,Unknown,Unknown,1.4878086947825284,1.032967608028137,1.0690690690690692,1.5223833667958062,12.1899995803833,5193655910.578636,4.5831354812974885,1133210207.6782398,3166045718.60624,45768000000.0,3065000000.0,1686000000.0,,1602000000.0,426058744.0,2019,2019-12-31
AAL,6201,2020,2020-12-31,2021-02-17,2021-03-31,Unknown,Unknown,1.5123947016178578,-1.0248536002815296,0.32863549007046766,-4.605170185988091,23.899999618530273,15288251375.983047,-2.6023489451928743,-5874789160.855579,-10679999368.53382,17337000000.0,-10421000000.0,-8885000000.0,,513000000.0,639675800.0,2020,2020-12-31
AAL,6201,2021,2021-12-31,2022-02-22,2022-03-31,Unknown,Unknown,0.3140650690409333,-0.998139354974182,1.0382978723404255,-4.605170185988091,18.25,11847172135.25,-1.866925707274015,-6345818737.773238,-1057029576.9176588,29882000000.0,-1059000000.0,-1993000000.0,,1098000000.0,649160117.0,2021,2021-12-31
AAL,6201,2022,2022-12-31,2023-02-22,2023-03-31,Unknown,Unknown,-0.02767850231335268,1.1346734184599678,2.2532588454376166,-4.605170185988091,14.75,9608600140.5,-2.094107568637088,-4588398554.308069,1823420183.4651685,48971000000.0,1607000000.0,127000000.0,,1815000000.0,651430518.0,2022,2022-12-31
AAL,6201,2023,2023-12-31,2024-02-21,2024-03-31,Unknown,Unknown,-0.21344013128927997,1.0462101262101724,1.2351527634740818,-4.605170185988091,15.350000381469728,10050517375.369905,-2.6097125889588106,-3851197031.386407,3174201522.921663,52788000000.0,3034000000.0,822000000.0,,1799000000.0,654756816.0,2023,2023-12-31
AAP,1158449,2015,2016-01-02,2016-03-01,2016-04-30,Unknown,Unknown,0.08976913071800957,1.2726587975001817,1.1614944207296054,0.7749137269186566,156.10000610351562,11445641917.024994,2.170404871589965,5273505449.073336,1050936181.7997001,9737018000.0,825780000.0,473398000.0,,3596992000.0,73322495.0,2015,2015-12-31
AAP,1158449,2016,2016-12-31,2017-02-28,2017-03-31,Unknown,Unknown,0.07868486036017623,1.1425246658902122,0.9635692700060218,0.6270967834677069,148.25999450683594,10935894262.555435,1.8721673744138156,5841301590.879135,899850141.8057992,9567679000.0,787598000.0,459622000.0,,3468317000.0,73761599.0,2016,2016-12-31
AAP,1158449,2017,2017-12-30,2018-02-21,2018-03-31,Unknown,Unknown,0.07395710083518124,1.1563715513000175,0.9949563423199184,0.3104567425611655,118.5500030517578,8770106351.763304,1.3640479906470429,6429470525.88902,659376935.0098855,9373784000.0,570212000.0,475505000.0,,3514837000.0,73978120.0,2017,2017-12-31
AAP,1158449,2018,2018-12-29,2019-02-19,2019-03-31,Unknown,Unknown,0.06368928645449022,1.1486588166921077,1.0353883073465084,0.607873887720673,170.52999877929688,12221907863.532043,1.8365225917391863,6654918332.345643,694105806.4566233,9580554000.0,604275000.0,423847000.0,,3615138000.0,71670134.0,2018,2018-12-31
AAP,1158449,2019,2019-12-28,2020-02-18,2020-03-31,Unknown,Unknown,0.07264825954220301,1.0722334391534567,1.0035283433672628,-0.03659006872901244,93.31999969482422,6461303296.990196,0.9640712573129288,6702101372.67158,726095040.3259377,9709003000.0,677180000.0,486896000.0,,3577566000.0,69238141.0,2019,2019-12-31
AAP,1158449,2020,2021-01-02,2021-02-22,2021-04-30,Unknown,Unknown,0.07259332013420754,1.1053669015202932,1.0376367496841243,0.6581058225618794,200.16000366210935,13115368147.15759,1.9311309631528868,6791547749.689959,828922377.0183785,10106321000.0,749907000.0,493021000.0,,3731707000.0,65524420.0,2020,2020-12-31
AAP,1158449,2021,2022-01-01,2022-02-15,2022-04-30,Unknown,Unknown,0.09448401692844775,1.1912891983855265,1.1191348305091355,0.6261910548078552,199.6300048828125,12196909994.098022,1.8704724664459982,6520764252.292273,999154502.6023136,10997989000.0,838717000.0,616108000.0,,4090031000.0,61097579.0,2021,2021-12-31
AAP,1158449,2022,2022-12-31,2023-02-28,2023-03-31,Unknown,Unknown,0.08061394302430354,1.2168568366403605,1.0861905627623938,0.14655751343566822,121.61000061035156,7208284543.587845,1.1578415203473362,6225622779.035822,869019526.7435501,11154722000.0,714151000.0,501872000.0,,4247949000.0,59273781.0,2022,2022-12-31
AAPL,320193,2013,2013-09-28,2013-10-30,2013-12-31,Information Technology,"Technology Hardware, Storage & Peripherals",0.2608945526068649,1.0501945141737588,1.3914985993136186,-2.0636560090702276,20.03642845153809,18027536062.12998,0.12698884778825292,141961568878.78787,51458481000.0,170910000000.0,48999000000.0,37037000000.0,4475000000.0,10830000000.0,899738000.0,2013,2013-12-31
AAPL,320193,2014,2014-09-27,2014-10-27,2014-12-31,Information Technology,"Technology Hardware, Storage & Peripherals",0.2959055808801649,1.0678580703959775,1.3655734221151803,0.1923411097840127,27.594999313354492,161840255772.93396,1.2120839001337504,133522321148.78787,56065752270.0,182795000000.0,52503000000.0,39510000000.0,6041000000.0,11993000000.0,5864840000.0,2014,2014-12-31
AAPL,320193,2015,2015-09-26,2015-10-28,2015-12-31,Information Technology,"Technology Hardware, Storage & Peripherals",0.36460312323219757,1.071793401950021,1.424381871691941,0.0018465961926736126,26.315000534057617,146714838242.54797,1.0018483022013644,146444165169.68787,76343844020.9,233715000000.0,71230000000.0,53394000000.0,8067000000.0,14329000000.0,5575331000.0,2015,2015-12-31
AAPL,320193,2016,2016-09-24,2016-10-26,2016-12-31,Information Technology,"Technology Hardware, Storage & Peripherals",0.28429650451833377,1.0893605140277722,1.3000190869181898,-0.04002334817280259,28.954999923706055,154397122508.17682,0.96076700673635,160701940663.6909,65387775494.003,215639000000.0,60024000000.0,45687000000.0,10045000000.0,14194000000.0,5332313000.0,2016,2016-12-31
AAPL,320193,2017,2017-09-30,2017-11-03,2017-12-31,Information Technology,"Technology Hardware, Storage & Peripherals",0.2811925827594873,1.088840466565304,1.2118460078968387,0.23370780128229993,42.307498931884766,217219899455.96313,1.2632753108473127,171949770244.67288,66793829580.98201,229234000000.0,61344000000.0,48351000000.0,11581000000.0,15261000000.0,5134312000.0,2017,2017-12-31
AAPL,320193,2018,2018-09-29,2018-11-05,2018-12-31,Information Technology,"Technology Hardware, Storage & Peripherals",0.3921948254061151,1.0950603094481925,1.263684858432499,0.20933534363732453,39.435001373291016,187134776646.81244,1.2328583604241312,151789356063.93085,77637585819.25795,265595000000.0,70898000000.0,59531000000.0,14236000000.0,16705000000.0,4745398000.0,2018,2018-12-31
AAPL,320193,2019,2019-09-28,2019-10-31,2019-12-31,Information Technology,"Technology Hardware, Storage & Peripherals",0.3888833563815133,1.1088459643188304,1.2252166250550742,0.8310308994469198,73.4124984741211,326191185032.61566,2.2956841403204504,142088878562.83365,70888522498.90283,260174000000.0,63930000000.0,55256000000.0,16217000000.0,18245000000.0,4443265000.0,2019,2019-12-31
AAPL,320193,2020,2020-09-26,2020-10-30,2020-12-31,Information Technology,"Technology Hardware, Storage & Peripherals",0.46062052492639216,1.1161373110406845,1.208012115882554,2.8959182834836565,132.69000244140625,2255969148888.3057,18.100114848699334,124638388637.09854,73986510074.2649,274515000000.0,66288000000.0,57411000000.0,18752000000.0,19916000000.0,17001802000.0,2020,2020-12-31
AAPL,320193,2021,2021-09-25,2021-10-29,2021-12-31,Information Technology,"Technology Hardware, Storage & Peripherals",0.7209512697788212,1.0820301402468813,1.228244641545286,3.099349742750436,177.57000732421875,2913284035454.0405,22.183521594708058,131326490386.85602,117886101749.75748,365817000000.0,108949000000.0,94680000000.0,21914000000.0,21973000000.0,16406397000.0,2021,2021-12-31
AAPL,320193,2022,2022-09-24,2022-10-28,2022-12-31,Information Technology,"Technology Hardware, Storage & Peripherals",0.7667148302594936,1.0942853401570494,1.2691146607254564,2.7649867438790836,129.92999267578125,2066941655225.4639,15.878829497534825,130169648559.19353,130698158172.33751,394328000000.0,119437000000.0,99803000000.0,26251000000.0,25094000000.0,15908118000.0,2022,2022-12-31
AAPL,320193,2023,2023-09-30,2023-11-03,2023-12-31,Information Technology,"Technology Hardware, Storage & Peripherals",0.6347673125454832,1.097640230404512,1.200755879014403,2.9753333648962714,192.52999877929688,2994371323574.707,19.596154830958074,152804024534.65967,125461375975.46613,383285000000.0,114301000000.0,96995000000.0,29915000000.0,24932000000.0,15552752000.0,2023,2023-12-31
AAPL,320193,2024,2024-09-28,2024-11-01,2024-12-31,Information Technology,"Technology Hardware, Storage & Peripherals",0.5974632804977831,1.0753307354853454,1.1015036431945464,3.183336804235998,250.4199981689453,3785304367982.1016,24.127126881637512,156889976438.222,132497951903.56232,391035000000.0,123216000000.0,93736000000.0,31370000000.0,26097000000.0,15115823000.0,2024,2024-12-31
AAPL,320193,2025,2025-09-27,2025-10-31,2025-12-31,Information Technology,"Technology Hardware, Storage & Peripherals",0.6103319398753553,1.0740331287139178,1.118376576663616,3.085974847616703,271.8599853515625,4017099110129.5166,21.888794684018492,183523084213.6087,142900107775.38675,416161000000.0,133050000000.0,112010000000.0,34550000000.0,27601000000.0,14776353000.0,2025,2025-12-31
