year,ticker,cik,sector,industry,name,date_added,is_current_constituent,source,as_of_date,price_ticker,sec_ticker,in_dataset_universe
2011,A,0001090872,Health Care,Life Sciences Tools & Services,Agilent Technologies,2000-06-05,True,cached_current,2011-12-31,A,A,True
2011,AA,0001675149,Unknown,Unknown,Alcoa,,False,wikipedia_removed,2011-12-31,AA,AA,True
2011,AAPL,0000320193,Information Technology,"Technology Hardware, Storage & Peripherals",Apple Inc.,1982-11-30,True,cached_current,2011-12-31,AAPL,AAPL,True
2011,ABT,0000001800,Health Care,Health Care Equipment,Abbott Laboratories,1957-03-04,True,cached_current,2011-12-31,ABT,ABT,True
2011,ACE,896159,Unknown,Unknown,Chubb,,False,wikipedia_removed,2011-12-31,ACE,ACE,True
2011,ACN,0001467373,Information Technology,IT Consulting & Other Services,Accenture,2011-07-06,True,cached_current,2011-12-31,ACN,ACN,True
2011,ADBE,0000796343,Information Technology,Application Software,Adobe Inc.,1997-05-05,True,cached_current,2011-12-31,ADBE,ADBE,True
2011,ADI,0000006281,Information Technology,Semiconductors,Analog Devices,1999-10-12,True,cached_current,2011-12-31,ADI,ADI,True
2011,ADM,0000007084,Consumer Staples,Agricultural Products & Services,Archer Daniels Midland,1957-03-04,True,cached_current,2011-12-31,ADM,ADM,True
2011,ADP,0000008670,Industrials,Human Resource & Employment Services,Automatic Data Processing,1981-03-31,True,cached_current,2011-12-31,ADP,ADP,True
2011,ADSK,0000769397,Information Technology,Application Software,Autodesk,1989-12-01,True,cached_current,2011-12-31,ADSK,ADSK,True
2011,AEE,0001002910,Utilities,Multi-Utilities,Ameren,1991-09-19,True,cached_current,2011-12-31,AEE,AEE,True
2011,AEP,0000004904,Utilities,Electric Utilities,American Electric Power,1957-03-04,True,cached_current,2011-12-31,AEP,AEP,True
2011,AES,0000874761,Utilities,Independent Power Producers & Energy Traders,AES Corporation,1998-10-02,True,cached_current,2011-12-31,AES,AES,True
2011,AET,1122304,Unknown,Unknown,Aetna,,False,wikipedia_removed,2011-12-31,AET,AET,True
2011,AFL,0000004977,Financials,Life & Health Insurance,Aflac,1999-05-28,True,cached_current,2011-12-31,AFL,AFL,True
2011,AGN,850693,Unknown,Unknown,Allergan,,False,wikipedia_removed,2011-12-31,AGN,AGN,True
2011,AIG,0000005272,Financials,Multi-line Insurance,American International Group,1980-03-31,True,cached_current,2011-12-31,AIG,AIG,True
2011,AIV,0000922864,Unknown,Unknown,Apartment Investment & Management,,False,wikipedia_removed,2011-12-31,AIV,AIV,True
2011,AIZ,0001267238,Financials,Multi-line Insurance,Assurant,2007-04-10,True,cached_current,2011-12-31,AIZ,AIZ,True
2011,AKAM,0001086222,Information Technology,Internet Services & Infrastructure,Akamai Technologies,2007-07-12,True,cached_current,2011-12-31,AKAM,AKAM,True
2011,ALL,0000899051,Financials,Property & Casualty Insurance,Allstate,1995-07-13,True,cached_current,2011-12-31,ALL,ALL,True
2011,ALTR,768251,Unknown,Unknown,Altera,,False,wikipedia_removed,2011-12-31,ALTR,ALTR,True
2011,AMAT,0000006951,Information Technology,Semiconductor Materials & Equipment,Applied Materials,1995-03-16,True,cached_current,2011-12-31,AMAT,AMAT,True
2011,AMD,0000002488,Unknown,Unknown,Advanced Micro Devices,,False,wikipedia_removed,2011-12-31,AMD,AMD,True
2011,AMGN,0000318154,Health Care,Biotechnology,Amgen,1992-01-02,True,cached_current,2011-12-31,AMGN,AMGN,True
2011,AMP,0000820027,Financials,Asset Management & Custody Banks,Ameriprise Financial,2005-10-03,True,cached_current,2011-12-31,AMP,AMP,True
2011,AMT,0001053507,Real Estate,Telecom Tower REITs,American Tower,2007-11-19,True,cached_current,2011-12-31,AMT,AMT,True
2011,AMZN,0001018724,Consumer Discretionary,Broadline Retail,Amazon,2005-11-18,True,cached_current,2011-12-31,AMZN,AMZN,True
2011,AN,0000350698,Unknown,Unknown,AutoNation,,False,wikipedia_removed,2011-12-31,AN,AN,True
2011,ANDV,50104,Unknown,Unknown,Andeavor,,False,wikipedia_removed,2011-12-31,ANDV,ANDV,True
2011,ANF,0001018840,Unknown,Unknown,Abercrombie & Fitch,,False,wikipedia_removed,2011-12-31,ANF,ANF,True
2011,ANR,1301063,Unknown,Unknown,Alpha Natural Resources,,False,wikipedia_removed,2011-12-31,ANR,ANR,True
2011,AON,0000315293,Financials,Insurance Brokers,Aon plc,1996-04-23,True,cached_current,2011-12-31,AON,AON,True
2011,APA,0001841666,Energy,Oil & Gas Exploration & Production,APA Corporation,1997-07-28,True,cached_current,2011-12-31,APA,APA,True
2011,APC,0002080921,Unknown,Unknown,Anadarko Petroleum,,False,wikipedia_removed,2011-12-31,APC,APC,True
2011,APD,0000002969,Materials,Industrial Gases,Air Products,1985-04-30,True,cached_current,2011-12-31,APD,APD,True
2011,APH,0000820313,Information Technology,Electronic Components,Amphenol,2008-09-30,True,cached_current,2011-12-31,APH,APH,True
2011,APOL,929887,Unknown,Unknown,Apollo Education Group,,False,wikipedia_removed,2011-12-31,APOL,APOL,True
2011,APTV,0001521332,Consumer Discretionary,Automotive Parts & Equipment,Aptiv,2012-12-24,True,cached_current,2011-12-31,APTV,APTV,True
2011,ARG,804212,Unknown,Unknown,Airgas,,False,wikipedia_removed,2011-12-31,ARG,ARG,True
2011,ATI,0001018963,Unknown,Unknown,Allegheny Technologies,,False,wikipedia_removed,2011-12-31,ATI,ATI,True
2011,AVB,0000915912,Real Estate,Multi-Family Residential REITs,AvalonBay Communities,2007-01-10,True,cached_current,2011-12-31,AVB,AVB,True
2011,AVP,8868,Unknown,Unknown,Avon Products,,False,wikipedia_removed,2011-12-31,AVP,AVP,True
2011,AVY,0000008818,Materials,Paper & Plastic Packaging Products & Materials,Avery Dennison,1987-12-31,True,cached_current,2011-12-31,AVY,AVY,True
2011,AXP,0000004962,Financials,Consumer Finance,American Express,1976-06-30,True,cached_current,2011-12-31,AXP,AXP,True
2011,AZO,0000866787,Consumer Discretionary,Automotive Retail,AutoZone,1997-01-02,True,cached_current,2011-12-31,AZO,AZO,True
2011,BA,0000012927,Industrials,Aerospace & Defense,Boeing,1957-03-04,True,cached_current,2011-12-31,BA,BA,True
2011,BAC,0000070858,Financials,Diversified Banks,Bank of America,1976-06-30,True,cached_current,2011-12-31,BAC,BAC,True
2011,BALL,0000009389,Materials,"Metal, Glass & Plastic Containers",Ball Corporation,1984-10-31,True,cached_current,2011-12-31,BALL,BALL,True
2011,BAX,0000010456,Health Care,Health Care Equipment,Baxter International,1972-09-30,True,cached_current,2011-12-31,BAX,BAX,True
2011,BBBY,0001130713,Unknown,Unknown,Bed Bath & Beyond,,False,wikipedia_removed,2011-12-31,BBBY,BBBY,True
2011,BBWI,0000701985,Unknown,Unknown,"Bath & Body Works, Inc.",,False,wikipedia_removed,2011-12-31,BBWI,BBWI,True
2011,BBY,0000764478,Consumer Discretionary,Computer & Electronics Retail,Best Buy,1999-06-29,True,cached_current,2011-12-31,BBY,BBY,True
2011,BCR,9892,Unknown,Unknown,CR Bard,,False,wikipedia_removed,2011-12-31,BCR,BCR,True
2011,BDX,0000010795,Health Care,Health Care Equipment,Becton Dickinson,1972-09-30,True,cached_current,2011-12-31,BDX,BDX,True
2011,BEAM,0001745999,Unknown,Unknown,Suntory Global Spirits,,False,wikipedia_removed,2011-12-31,BEAM,BEAM,True
2011,BEN,0000038777,Financials,Asset Management & Custody Banks,Franklin Resources,1998-04-30,True,cached_current,2011-12-31,BEN,BEN,True
2011,BF-B,0000014693,Consumer Staples,Distillers & Vintners,Brown–Forman,1982-10-31,True,cached_current,2011-12-31,BF-B,BF-B,True
2011,BHI,808362,Unknown,Unknown,Baker Hughes,,False,wikipedia_removed,2011-12-31,BHI,BHI,True
2011,BIG,768835,Unknown,Unknown,Big Lots,,False,wikipedia_removed,2011-12-31,BIG,BIG,True
2011,BIIB,0000875045,Health Care,Biotechnology,Biogen,2003-11-13,True,cached_current,2011-12-31,BIIB,BIIB,True
2011,BKNG,0001075531,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Booking Holdings,2009-11-06,True,cached_current,2011-12-31,BKNG,BKNG,True
2011,BLK,0002012383,Financials,Asset Management & Custody Banks,BlackRock,2011-04-04,True,cached_current,2011-12-31,BLK,BLK,True
2011,BMC,835729,Unknown,Unknown,BMC Software,,False,wikipedia_removed,2011-12-31,BMC,BMC,True
2011,BMS,11199,Unknown,Unknown,Bemis Company,,False,wikipedia_removed,2011-12-31,BMS,BMS,True
2011,BMY,0000014272,Health Care,Pharmaceuticals,Bristol Myers Squibb,1957-03-04,True,cached_current,2011-12-31,BMY,BMY,True
2011,BNY,0001390777,Financials,Asset Management & Custody Banks,BNY Mellon,1995-03-31,True,cached_current,2011-12-31,BNY,BNY,True
2011,BRCM,1054374,Unknown,Unknown,Broadcom Corporation,,False,wikipedia_removed,2011-12-31,BRCM,BRCM,True
2011,BRK-B,0001067983,Financials,Multi-Sector Holdings,Berkshire Hathaway,2010-02-16,True,cached_current,2011-12-31,BRK-B,BRK-B,True
2011,BSX,0000885725,Health Care,Health Care Equipment,Boston Scientific,1995-02-24,True,cached_current,2011-12-31,BSX,BSX,True
2011,BTU,0001064728,Unknown,Unknown,Peabody Energy,,False,wikipedia_removed,2011-12-31,BTU,BTU,True
2011,BWA,0000908255,Unknown,Unknown,BorgWarner,,False,wikipedia_removed,2011-12-31,BWA,BWA,True
2011,BXP,0001037540,Real Estate,Office REITs,"BXP, Inc.",2006-04-03,True,cached_current,2011-12-31,BXP,BXP,True
2011,C,0000831001,Financials,Diversified Banks,Citigroup,1988-05-31,True,cached_current,2011-12-31,C,C,True
2011,CA,356028,Unknown,Unknown,CA Technologies,,False,wikipedia_removed,2011-12-31,CA,CA,True
2011,CAG,0000023217,Consumer Staples,Packaged Foods & Meats,Conagra Brands,1983-08-31,True,cached_current,2011-12-31,CAG,CAG,True
2011,CAH,0000721371,Health Care,Health Care Distributors,Cardinal Health,1997-05-27,True,cached_current,2011-12-31,CAH,CAH,True
2011,CAM,941548,Unknown,Unknown,Cameron International,,False,wikipedia_removed,2011-12-31,CAM,CAM,True
2011,CAT,0000018230,Industrials,Construction Machinery & Heavy Transportation Equipment,Caterpillar Inc.,1957-03-04,True,cached_current,2011-12-31,CAT,CAT,True
2011,CB,0000896159,Financials,Property & Casualty Insurance,Chubb Limited,2010-07-15,True,cached_current,2011-12-31,CB,CB,True
2011,CBE,1141982,Unknown,Unknown,Cooper Industries,,False,wikipedia_removed,2011-12-31,CBE,CBE,True
2011,CBRE,0001138118,Real Estate,Real Estate Services,CBRE Group,2006-11-10,True,cached_current,2011-12-31,CBRE,CBRE,True
2011,CCE,1491675,Unknown,Unknown,Coca-Cola Enterprises,,False,wikipedia_removed,2011-12-31,CCE,CCE,True
2011,CCL,0000815097,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Carnival Corporation,1998-12-22,True,cached_current,2011-12-31,CCL,CCL,True
2011,CEG,0001868275,Unknown,Unknown,Constellation Energy Group,,False,wikipedia_removed,2011-12-31,CEG,CEG,True
2011,CELG,816284,Unknown,Unknown,Celgene,,False,wikipedia_removed,2011-12-31,CELG,CELG,True
2011,CERN,804753,Unknown,Unknown,Cerner,,False,wikipedia_removed,2011-12-31,CERN,CERN,True
2011,CF,0001324404,Materials,Fertilizers & Agricultural Chemicals,CF Industries,2008-08-27,True,cached_current,2011-12-31,CF,CF,True
2011,CFN,1457543,Unknown,Unknown,Carefusion,,False,wikipedia_removed,2011-12-31,CFN,CFN,True
2011,CHK,895126,Unknown,Unknown,Chesapeake Energy,,False,wikipedia_removed,2011-12-31,CHK,CHK,True
2011,CHRW,0001043277,Industrials,Air Freight & Logistics,C.H. Robinson,2007-03-02,True,cached_current,2011-12-31,CHRW,CHRW,True
2011,CI,0001739940,Health Care,Health Care Services,Cigna,1976-06-30,True,cached_current,2011-12-31,CI,CI,True
2011,CINF,0000020286,Financials,Property & Casualty Insurance,Cincinnati Financial,1997-12-18,True,cached_current,2011-12-31,CINF,CINF,True
2011,CL,0000021665,Consumer Staples,Household Products,Colgate-Palmolive,1957-03-04,True,cached_current,2011-12-31,CL,CL,True
2011,CLF,0000764065,Unknown,Unknown,Cliffs Natural Resources,,False,wikipedia_removed,2011-12-31,CLF,CLF,True
2011,CLX,0000021076,Consumer Staples,Household Products,Clorox,1969-03-31,True,cached_current,2011-12-31,CLX,CLX,True
2011,CMA,28412,Unknown,Unknown,Comerica,,False,wikipedia_removed,2011-12-31,CMA,CMA,True
2011,CMCSA,0001166691,Communication Services,Cable & Satellite,Comcast,2002-11-19,True,cached_current,2011-12-31,CMCSA,CMCSA,True
2011,CME,0001156375,Financials,Financial Exchanges & Data,CME Group,2006-08-11,True,cached_current,2011-12-31,CME,CME,True
2011,CMG,0001058090,Consumer Discretionary,Restaurants,Chipotle Mexican Grill,2011-04-28,True,cached_current,2011-12-31,CMG,CMG,True
2011,CMI,0000026172,Industrials,Construction Machinery & Heavy Transportation Equipment,Cummins,1965-03-31,True,cached_current,2011-12-31,CMI,CMI,True
2011,CMS,0000811156,Utilities,Multi-Utilities,CMS Energy,1957-03-04,True,cached_current,2011-12-31,CMS,CMS,True
2011,CNP,0001130310,Utilities,Multi-Utilities,CenterPoint Energy,1985-07-31,True,cached_current,2011-12-31,CNP,CNP,True
2011,CNX,0001070412,Unknown,Unknown,Consol Energy,,False,wikipedia_removed,2011-12-31,CNX,CNX,True
2011,COF,0000927628,Financials,Consumer Finance,Capital One,1998-07-01,True,cached_current,2011-12-31,COF,COF,True
2011,COL,1137411,Unknown,Unknown,Rockwell Collins,,False,wikipedia_removed,2011-12-31,COL,COL,True
2011,COP,0001163165,Energy,Oil & Gas Exploration & Production,ConocoPhillips,1957-03-04,True,cached_current,2011-12-31,COP,COP,True
2011,COR,0001140859,Health Care,Health Care Distributors,Cencora,2001-08-30,True,cached_current,2011-12-31,COR,COR,True
2011,COST,0000909832,Consumer Staples,Consumer Staples Merchandise Retail,Costco,1993-10-01,True,cached_current,2011-12-31,COST,COST,True
2011,COV,1385187,Unknown,Unknown,Covidien,,False,wikipedia_removed,2011-12-31,COV,COV,True
2011,CPB,0000016732,Consumer Staples,Packaged Foods & Meats,Campbell's Company (The),1957-03-04,True,cached_current,2011-12-31,CPB,CPB,True
2011,CPRI,0001530721,Unknown,Unknown,Capri Holdings,,False,wikipedia_removed,2011-12-31,CPRI,CPRI,True
2011,CRM,0001108524,Information Technology,Application Software,Salesforce,2008-09-15,True,cached_current,2011-12-31,CRM,CRM,True
2011,CSC,23082,Unknown,Unknown,Computer Sciences Corporation,,False,wikipedia_removed,2011-12-31,CSC,CSC,True
2011,CSCO,0000858877,Information Technology,Communications Equipment,Cisco,1993-12-01,True,cached_current,2011-12-31,CSCO,CSCO,True
2011,CSX,0000277948,Industrials,Rail Transportation,CSX Corporation,1957-03-04,True,cached_current,2011-12-31,CSX,CSX,True
2011,CTAS,0000723254,Industrials,Diversified Support Services,Cintas,2001-03-01,True,cached_current,2011-12-31,CTAS,CTAS,True
2011,CTRA,858470,Unknown,Unknown,Coterra Energy,,False,wikipedia_removed,2011-12-31,CTRA,CTRA,True
2011,CTSH,0001058290,Information Technology,IT Consulting & Other Services,Cognizant,2006-11-17,True,cached_current,2011-12-31,CTSH,CTSH,True
2011,CTXS,877890,Unknown,Unknown,Citrix Systems,,False,wikipedia_removed,2011-12-31,CTXS,CTXS,True
2011,CVC,1053112,Unknown,Unknown,Cablevision Systems,,False,wikipedia_removed,2011-12-31,CVC,CVC,True
2011,CVH,1054833,Unknown,Unknown,Coventry Health Care,,False,wikipedia_removed,2011-12-31,CVH,CVH,True
2011,CVS,0000064803,Health Care,Health Care Services,CVS Health,1957-03-04,True,cached_current,2011-12-31,CVS,CVS,True
2011,CVX,0000093410,Energy,Integrated Oil & Gas,Chevron Corporation,1957-03-04,True,cached_current,2011-12-31,CVX,CVX,True
2011,D,0000715957,Utilities,Multi-Utilities,Dominion Energy,2016-11-30,True,cached_current,2011-12-31,D,D,True
2011,DAY,1725057,Unknown,Unknown,Dayforce,,False,wikipedia_removed,2011-12-31,DAY,DAY,True
2011,DD,0001666700,Unknown,Unknown,DuPont,,False,wikipedia_removed,2011-12-31,DD,DD,True
2011,DE,0000315189,Industrials,Agricultural & Farm Machinery,Deere & Company,1957-03-04,True,cached_current,2011-12-31,DE,DE,True
2011,DELL,0001571996,Unknown,Unknown,Dell,,False,wikipedia_removed,2011-12-31,DELL,DELL,True
2011,DF,931336,Unknown,Unknown,Dean Foods,,False,wikipedia_removed,2011-12-31,DF,DF,True
2011,DFS,1393612,Unknown,Unknown,Discover Financial,,False,wikipedia_removed,2011-12-31,DFS,DFS,True
2011,DGX,0001022079,Health Care,Health Care Services,Quest Diagnostics,2002-12-12,True,cached_current,2011-12-31,DGX,DGX,True
2011,DHI,0000882184,Consumer Discretionary,Homebuilding,D. R. Horton,2005-06-22,True,cached_current,2011-12-31,DHI,DHI,True
2011,DHR,0000313616,Health Care,Life Sciences Tools & Services,Danaher Corporation,1998-11-18,True,cached_current,2011-12-31,DHR,DHR,True
2011,DIS,0001744489,Communication Services,Movies & Entertainment,Walt Disney Company (The),1976-06-30,True,cached_current,2011-12-31,DIS,DIS,True
2011,DISCA,1437107,Unknown,Unknown,"Discovery, Inc.",,False,wikipedia_removed,2011-12-31,DISCA,DISCA,True
2011,DLTR,0000935703,Consumer Staples,Consumer Staples Merchandise Retail,Dollar Tree,2011-12-19,True,cached_current,2011-12-31,DLTR,DLTR,True
2011,DNB,1115222,Unknown,Unknown,Dun & Bradstreet,,False,wikipedia_removed,2011-12-31,DNB,DNB,True
2011,DNR,945764,Unknown,Unknown,Denbury Resources,,False,wikipedia_removed,2011-12-31,DNR,DNR,True
2011,DO,949039,Unknown,Unknown,Diamond Offshore Drilling,,False,wikipedia_removed,2011-12-31,DO,DO,True
2011,DOC,0000765880,Real Estate,Health Care REITs,Healthpeak Properties,2008-03-31,True,cached_current,2011-12-31,DOC,DOC,True
2011,DOV,0000029905,Industrials,Industrial Machinery & Supplies & Components,Dover Corporation,1985-10-31,True,cached_current,2011-12-31,DOV,DOV,True
2011,DOW,0001751788,Unknown,Unknown,Dow Chemical Company,,False,wikipedia_removed,2011-12-31,DOW,DOW,True
2011,DPS,1418135,Unknown,Unknown,Dr Pepper Snapple Group,,False,wikipedia_removed,2011-12-31,DPS,DPS,True
2011,DRI,0000940944,Consumer Discretionary,Restaurants,Darden Restaurants,1995-05-31,True,cached_current,2011-12-31,DRI,DRI,True
2011,DTE,0000936340,Utilities,Multi-Utilities,DTE Energy,1957-03-04,True,cached_current,2011-12-31,DTE,DTE,True
2011,DTV,1465112,Unknown,Unknown,DirecTV,,False,wikipedia_removed,2011-12-31,DTV,DTV,True
2011,DUK,0001326160,Utilities,Electric Utilities,Duke Energy,1976-06-30,True,cached_current,2011-12-31,DUK,DUK,True
2011,DV,730464,Unknown,Unknown,DeVry,,False,wikipedia_removed,2011-12-31,DV,DV,True
2011,DVA,0000927066,Health Care,Health Care Services,DaVita,2008-07-31,True,cached_current,2011-12-31,DVA,DVA,True
2011,DVN,0001090012,Energy,Oil & Gas Exploration & Production,Devon Energy,2000-08-30,True,cached_current,2011-12-31,DVN,DVN,True
2011,EA,0000712515,Communication Services,Interactive Home Entertainment,Electronic Arts,2002-07-22,True,cached_current,2011-12-31,EA,EA,True
2011,EBAY,0001065088,Consumer Discretionary,Broadline Retail,eBay Inc.,2002-07-22,True,cached_current,2011-12-31,EBAY,EBAY,True
2011,ECL,0000031462,Materials,Specialty Chemicals,Ecolab,1989-01-31,True,cached_current,2011-12-31,ECL,ECL,True
2011,ED,0001047862,Utilities,Multi-Utilities,Consolidated Edison,1957-03-04,True,cached_current,2011-12-31,ED,ED,True
2011,EFX,0000033185,Industrials,Research & Consulting Services,Equifax,1997-06-19,True,cached_current,2011-12-31,EFX,EFX,True
2011,EG,0001095073,Financials,Reinsurance,Everest Group,2017-06-19,True,cached_current,2011-12-31,EG,EG,True
2011,EIX,0000827052,Utilities,Electric Utilities,Edison International,1957-03-04,True,cached_current,2011-12-31,EIX,EIX,True
2011,EL,0001001250,Consumer Staples,Personal Care Products,Estée Lauder Companies (The),2006-01-05,True,cached_current,2011-12-31,EL,EL,True
2011,ELV,0001156039,Health Care,Managed Health Care,Elevance Health,2002-07-25,True,cached_current,2011-12-31,ELV,ELV,True
2011,EMC,790070,Unknown,Unknown,EMC Corporation,,False,wikipedia_removed,2011-12-31,EMC,EMC,True
2011,EMN,0000915389,Unknown,Unknown,Eastman Chemical Co.,,False,wikipedia_removed,2011-12-31,EMN,EMN,True
2011,EMR,0000032604,Industrials,Electrical Components & Equipment,Emerson Electric,1965-03-31,True,cached_current,2011-12-31,EMR,EMR,True
2011,EOG,0000821189,Energy,Oil & Gas Exploration & Production,EOG Resources,2000-11-02,True,cached_current,2011-12-31,EOG,EOG,True
2011,EP,1066107,Unknown,Unknown,El Paso Corporation,,False,wikipedia_removed,2011-12-31,EP,EP,True
2011,EQR,0000906107,Real Estate,Multi-Family Residential REITs,Equity Residential,2001-12-03,True,cached_current,2011-12-31,EQR,EQR,True
2011,EQT,0000033213,Unknown,Unknown,EQT Corporation,,False,wikipedia_removed,2011-12-31,EQT,EQT,True
2011,ES,0000072741,Utilities,Electric Utilities,Eversource Energy,2009-07-24,True,cached_current,2011-12-31,ES,ES,True
2011,ESRX,885721,Unknown,Unknown,Express Scripts,,False,wikipedia_removed,2011-12-31,ESRX,ESRX,True
2011,ETFC,1015780,Unknown,Unknown,E-Trade,,False,wikipedia_removed,2011-12-31,ETFC,ETFC,True
2011,ETN,0001551182,Industrials,Electrical Components & Equipment,Eaton Corporation,1957-03-04,True,cached_current,2011-12-31,ETN,ETN,True
2011,ETR,0000065984,Utilities,Electric Utilities,Entergy,1957-03-04,True,cached_current,2011-12-31,ETR,ETR,True
2011,EW,0001099800,Health Care,Health Care Equipment,Edwards Lifesciences,2011-04-01,True,cached_current,2011-12-31,EW,EW,True
2011,EXC,0001109357,Utilities,Electric Utilities,Exelon,1957-03-04,True,cached_current,2011-12-31,EXC,EXC,True
2011,EXPD,0000746515,Industrials,Air Freight & Logistics,Expeditors International,2007-10-10,True,cached_current,2011-12-31,EXPD,EXPD,True
2011,EXPE,0001324424,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Expedia Group,2007-10-02,True,cached_current,2011-12-31,EXPE,EXPE,True
2011,F,0000037996,Consumer Discretionary,Automobile Manufacturers,Ford Motor Company,1957-03-04,True,cached_current,2011-12-31,F,F,True
2011,FAST,0000815556,Industrials,Trading Companies & Distributors,Fastenal,2008-09-15,True,cached_current,2011-12-31,FAST,FAST,True
2011,FCX,0000831259,Materials,Copper,Freeport-McMoRan,2011-07-01,True,cached_current,2011-12-31,FCX,FCX,True
2011,FDO,34408,Unknown,Unknown,Family Dollar,,False,wikipedia_removed,2011-12-31,FDO,FDO,True
2011,FDX,0001048911,Industrials,Air Freight & Logistics,FedEx,1980-12-31,True,cached_current,2011-12-31,FDX,FDX,True
2011,FE,0001031296,Utilities,Electric Utilities,FirstEnergy,1997-11-28,True,cached_current,2011-12-31,FE,FE,True
2011,FFIV,0001048695,Information Technology,Communications Equipment,"F5, Inc.",2010-12-20,True,cached_current,2011-12-31,FFIV,FFIV,True
2011,FHN,0000036966,Unknown,Unknown,First Horizon,,False,wikipedia_removed,2011-12-31,FHN,FHN,True
2011,FII,1056288,Unknown,Unknown,Federated Investors,,False,wikipedia_removed,2011-12-31,FII,FII,True
2011,FIS,0001136893,Financials,Transaction & Payment Processing Services,Fidelity National Information Services,2006-11-10,True,cached_current,2011-12-31,FIS,FIS,True
2011,FISV,0000798354,Financials,Transaction & Payment Processing Services,Fiserv,2001-04-02,True,cached_current,2011-12-31,FISV,FISV,True
2011,FITB,0000035527,Financials,Regional Banks,Fifth Third Bancorp,1996-03-29,True,cached_current,2011-12-31,FITB,FITB,True
2011,FLIR,354908,Unknown,Unknown,FLIR Systems,,False,wikipedia_removed,2011-12-31,FLIR,FLIR,True
2011,FLR,0001124198,Unknown,Unknown,Fluor Corporation,,False,wikipedia_removed,2011-12-31,FLR,FLR,True
2011,FLS,0000030625,Unknown,Unknown,Flowserve,,False,wikipedia_removed,2011-12-31,FLS,FLS,True
2011,FMC,0000037785,Unknown,Unknown,FMC Corporation,,False,wikipedia_removed,2011-12-31,FMC,FMC,True
2011,FRX,38074,Unknown,Unknown,Forest Laboratories,,False,wikipedia_removed,2011-12-31,FRX,FRX,True
2011,FSLR,0001274494,Unknown,Unknown,First Solar,,False,wikipedia_removed,2011-12-31,FSLR,FSLR,True
2011,FTI,0001681459,Unknown,Unknown,TechnipFMC,,False,wikipedia_removed,2011-12-31,FTI,FTI,True
2011,FTR,20520,Unknown,Unknown,Frontier Communications,,False,wikipedia_removed,2011-12-31,FTR,FTR,True
2011,GAS,1004155,Unknown,Unknown,AGL Resources,,False,wikipedia_removed,2011-12-31,GAS,GAS,True
2011,GD,0000040533,Industrials,Aerospace & Defense,General Dynamics,1957-03-04,True,cached_current,2011-12-31,GD,GD,True
2011,GE,0000040545,Industrials,Aerospace & Defense,GE Aerospace,1957-03-04,True,cached_current,2011-12-31,GE,GE,True
2011,GEN,0000849399,Information Technology,Systems Software,Gen Digital,2003-03-25,True,cached_current,2011-12-31,GEN,GEN,True
2011,GHC,0000104889,Unknown,Unknown,Graham Holdings,,False,wikipedia_removed,2011-12-31,GHC,GHC,True
2011,GILD,0000882095,Health Care,Biotechnology,Gilead Sciences,2004-07-01,True,cached_current,2011-12-31,GILD,GILD,True
2011,GIS,0000040704,Consumer Staples,Packaged Foods & Meats,General Mills,1957-03-04,True,cached_current,2011-12-31,GIS,GIS,True
2011,GL,0000320335,Financials,Life & Health Insurance,Globe Life,1989-04-30,True,cached_current,2011-12-31,GL,GL,True
2011,GLW,0000024741,Information Technology,Electronic Components,Corning Inc.,1995-02-27,True,cached_current,2011-12-31,GLW,GLW,True
2011,GME,0001326380,Unknown,Unknown,GameStop,,False,wikipedia_removed,2011-12-31,GME,GME,True
2011,GNW,0001276520,Unknown,Unknown,Genworth Financial,,False,wikipedia_removed,2011-12-31,GNW,GNW,True
2011,GOOG,0001652044,Communication Services,Interactive Media & Services,Alphabet Inc. (Class C),2014-04-03,True,cached_current,2011-12-31,GOOG,GOOG,True
2011,GPC,0000040987,Consumer Discretionary,Distributors,Genuine Parts Company,1973-12-31,True,cached_current,2011-12-31,GPC,GPC,True
2011,GPS,39911,Unknown,Unknown,Gap,,False,wikipedia_removed,2011-12-31,GPS,GPS,True
2011,GR,42542,Unknown,Unknown,Goodrich Corporation,,False,wikipedia_removed,2011-12-31,GR,GR,True
2011,GS,0000886982,Financials,Investment Banking & Brokerage,Goldman Sachs,2002-07-22,True,cached_current,2011-12-31,GS,GS,True
2011,GT,0000042582,Unknown,Unknown,The Goodyear Tire & Rubber Company,,False,wikipedia_removed,2011-12-31,GT,GT,True
2011,GWW,0000277135,Industrials,Industrial Machinery & Supplies & Components,W. W. Grainger,1981-06-30,True,cached_current,2011-12-31,GWW,GWW,True
2011,HAL,0000045012,Energy,Oil & Gas Equipment & Services,Halliburton,1957-03-04,True,cached_current,2011-12-31,HAL,HAL,True
2011,HAR,800459,Unknown,Unknown,Harman International,,False,wikipedia_removed,2011-12-31,HAR,HAR,True
2011,HAS,0000046080,Consumer Discretionary,Leisure Products,Hasbro,1984-09-30,True,cached_current,2011-12-31,HAS,HAS,True
2011,HBAN,0000049196,Financials,Regional Banks,Huntington Bancshares,1997-08-28,True,cached_current,2011-12-31,HBAN,HBAN,True
2011,HCBK,921847,Unknown,Unknown,Hudson City Bancorp,,False,wikipedia_removed,2011-12-31,HCBK,HCBK,True
